,100_1.65C_dischar_pulse,100_2.0C_dischar_pulse,100_1.65C_dischar_rest,100_2.0C_dischar_rest,100_1.65C_char_pulse,100_2.0C_char_pulse,100_1.65C_char_rest,100_2.0C_char_rest,95_1.65C_dischar_pulse,95_2.0C_dischar_pulse,95_1.65C_dischar_rest,95_2.0C_dischar_rest,95_1.65C_char_pulse,95_2.0C_char_pulse,95_1.65C_char_rest,95_2.0C_char_rest,90_1.65C_dischar_pulse,90_2.0C_dischar_pulse,90_1.65C_dischar_rest,90_2.0C_dischar_rest,90_1.65C_char_pulse,90_2.0C_char_pulse,90_1.65C_char_rest,90_2.0C_char_rest,85_1.65C_dischar_pulse,85_2.0C_dischar_pulse,85_1.65C_dischar_rest,85_2.0C_dischar_rest,85_1.65C_char_pulse,85_2.0C_char_pulse,85_1.65C_char_rest,85_2.0C_char_rest,80_1.65C_dischar_pulse,80_2.0C_dischar_pulse,80_1.65C_dischar_rest,80_2.0C_dischar_rest,80_1.65C_char_pulse,80_2.0C_char_pulse,80_1.65C_char_rest,80_2.0C_char_rest,75_1.65C_dischar_pulse,75_2.0C_dischar_pulse,75_1.65C_dischar_rest,75_2.0C_dischar_rest,75_1.65C_char_pulse,75_2.0C_char_pulse,75_1.65C_char_rest,75_2.0C_char_rest,70_1.65C_dischar_pulse,70_2.0C_dischar_pulse,70_1.65C_dischar_rest,70_2.0C_dischar_rest,70_1.65C_char_pulse,70_2.0C_char_pulse,70_1.65C_char_rest,70_2.0C_char_rest,65_1.65C_dischar_pulse,65_2.0C_dischar_pulse,65_1.65C_dischar_rest,65_2.0C_dischar_rest,65_1.65C_char_pulse,65_2.0C_char_pulse,65_1.65C_char_rest,65_2.0C_char_rest,60_1.65C_dischar_pulse,60_2.0C_dischar_pulse,60_1.65C_dischar_rest,60_2.0C_dischar_rest,60_1.65C_char_pulse,60_2.0C_char_pulse,60_1.65C_char_rest,60_2.0C_char_rest,55_1.65C_dischar_pulse,55_2.0C_dischar_pulse,55_1.65C_dischar_rest,55_2.0C_dischar_rest,55_1.65C_char_pulse,55_2.0C_char_pulse,55_1.65C_char_rest,55_2.0C_char_rest,50_1.65C_dischar_pulse,50_2.0C_dischar_pulse,50_1.65C_dischar_rest,50_2.0C_dischar_rest,50_1.65C_char_pulse,50_2.0C_char_pulse,50_1.65C_char_rest,50_2.0C_char_rest,45_1.65C_dischar_pulse,45_2.0C_dischar_pulse,45_1.65C_dischar_rest,45_2.0C_dischar_rest,45_1.65C_char_pulse,45_2.0C_char_pulse,45_1.65C_char_rest,45_2.0C_char_rest,40_1.65C_dischar_pulse,40_2.0C_dischar_pulse,40_1.65C_dischar_rest,40_2.0C_dischar_rest,40_1.65C_char_pulse,40_2.0C_char_pulse,40_1.65C_char_rest,40_2.0C_char_rest,35_1.65C_dischar_pulse,35_2.0C_dischar_pulse,35_1.65C_dischar_rest,35_2.0C_dischar_rest,35_1.65C_char_pulse,35_2.0C_char_pulse,35_1.65C_char_rest,35_2.0C_char_rest,30_1.65C_dischar_pulse,30_2.0C_dischar_pulse,30_1.65C_dischar_rest,30_2.0C_dischar_rest,30_1.65C_char_pulse,30_2.0C_char_pulse,30_1.65C_char_rest,30_2.0C_char_rest,25_1.65C_dischar_pulse,25_2.0C_dischar_pulse,25_1.65C_dischar_rest,25_2.0C_dischar_rest,25_1.65C_char_pulse,25_2.0C_char_pulse,25_1.65C_char_rest,25_2.0C_char_rest,20_1.65C_dischar_pulse,20_2.0C_dischar_pulse,20_1.65C_dischar_rest,20_2.0C_dischar_rest,20_1.65C_char_pulse,20_2.0C_char_pulse,20_1.65C_char_rest,20_2.0C_char_rest,15_1.65C_dischar_pulse,15_2.0C_dischar_pulse,15_1.65C_dischar_rest,15_2.0C_dischar_rest,15_1.65C_char_pulse,15_2.0C_char_pulse,15_1.65C_char_rest,15_2.0C_char_rest,10_1.65C_dischar_pulse,10_2.0C_dischar_pulse,10_1.65C_dischar_rest,10_2.0C_dischar_rest,10_1.65C_char_pulse,10_2.0C_char_pulse,10_1.65C_char_rest,10_2.0C_char_rest,5_1.65C_char_pulse,5_2.0C_char_pulse,5_1.65C_char_rest,5_2.0C_char_rest,5_1.65C_dischar_pulse,5_2.0C_dischar_pulse,5_1.65C_dischar_rest,5_2.0C_dischar_rest,0_1.65C_char_pulse,0_2.0C_char_pulse,0_1.65C_char_rest,0_2.0C_char_rest,0_1.65C_dischar_pulse,0_2.0C_dischar_pulse,0_1.65C_dischar_rest,0_2.0C_dischar_rest,100_2.5C_dischar_pulse,100_2.5C_dischar_rest,100_2.5C_char_pulse,100_2.5C_char_rest,95_2.5C_dischar_pulse,95_2.5C_dischar_rest,95_2.5C_char_pulse,95_2.5C_char_rest,90_2.5C_dischar_pulse,90_2.5C_dischar_rest,90_2.5C_char_pulse,90_2.5C_char_rest,85_2.5C_dischar_pulse,85_2.5C_dischar_rest,85_2.5C_char_pulse,85_2.5C_char_rest,80_2.5C_dischar_pulse,80_2.5C_dischar_rest,80_2.5C_char_pulse,80_2.5C_char_rest,75_2.5C_dischar_pulse,75_2.5C_dischar_rest,75_2.5C_char_pulse,75_2.5C_char_rest,70_2.5C_dischar_pulse,70_2.5C_dischar_rest,70_2.5C_char_pulse,70_2.5C_char_rest,65_2.5C_dischar_pulse,65_2.5C_dischar_rest,65_2.5C_char_pulse,65_2.5C_char_rest,60_2.5C_dischar_pulse,60_2.5C_dischar_rest,60_2.5C_char_pulse,60_2.5C_char_rest,55_2.5C_dischar_pulse,55_2.5C_dischar_rest,55_2.5C_char_pulse,55_2.5C_char_rest,50_2.5C_dischar_pulse,50_2.5C_dischar_rest,50_2.5C_char_pulse,50_2.5C_char_rest,45_2.5C_dischar_pulse,45_2.5C_dischar_rest,45_2.5C_char_pulse,45_2.5C_char_rest,40_2.5C_dischar_pulse,40_2.5C_dischar_rest,40_2.5C_char_pulse,40_2.5C_char_rest,35_2.5C_dischar_pulse,35_2.5C_dischar_rest,35_2.5C_char_pulse,35_2.5C_char_rest,30_2.5C_dischar_pulse,30_2.5C_dischar_rest,30_2.5C_char_pulse,30_2.5C_char_rest,25_2.5C_dischar_pulse,25_2.5C_dischar_rest,25_2.5C_char_pulse,25_2.5C_char_rest,20_2.5C_dischar_pulse,20_2.5C_dischar_rest,20_2.5C_char_pulse,20_2.5C_char_rest,15_2.5C_dischar_pulse,15_2.5C_dischar_rest,15_2.5C_char_pulse,15_2.5C_char_rest,10_2.5C_dischar_pulse,10_2.5C_dischar_rest,10_2.5C_char_pulse,10_2.5C_char_rest,5_2.5C_char_pulse,5_2.5C_char_rest,5_2.5C_dischar_pulse,5_2.5C_dischar_rest,0_2.5C_char_pulse,0_2.5C_char_rest,0_2.5C_dischar_pulse,0_2.5C_dischar_rest
50E_1-1_100cyc,0.018045736,0.017959196,0.018132345,0.018020406,0.001836796,0.001836699,0.000591862,0.000755057,0.01546073,0.015438795,0.015497856,0.015510199,0.001612245,0.001571422,0.001571519,0.001571422,0.01546073,0.015438795,0.015497856,0.015510199,0.001612245,0.001571422,0.001571519,0.001571422,0.01546073,0.015438795,0.015497856,0.015510199,0.001612245,0.001571422,0.001571519,0.001571422,0.01546073,0.015438795,0.015497856,0.015510199,0.001612245,0.001571422,0.001571519,0.001571422,0.014842316,0.014795916,0.014891769,0.014938773,0.014755707,0.01480611,0.014718639,0.014785698,0.014842316,0.014795916,0.014891769,0.014938773,0.014755707,0.01480611,0.014718639,0.014785698,0.014842316,0.014795916,0.014891769,0.014938773,0.014755707,0.01480611,0.014718639,0.014785698,0.014842316,0.014795916,0.014891769,0.014938773,0.014755707,0.01480611,0.014718639,0.014785698,0.017674705,0.017316317,0.0179468,0.017673483,0.017254192,0.017306123,0.016982067,0.016969394,0.017674705,0.017316317,0.0179468,0.017673483,0.017254192,0.017306123,0.016982067,0.016969394,0.017674705,0.017316317,0.0179468,0.017673483,0.017254192,0.017306123,0.016982067,0.016969394,0.017674705,0.017316317,0.0179468,0.017673483,0.017254192,0.017306123,0.016982067,0.016969394,0.017674705,0.017316317,0.0179468,0.017673483,0.017254192,0.017306123,0.016982067,0.016969394,0.017674705,0.017316317,0.0179468,0.017673483,0.017254192,0.017306123,0.016982067,0.016969394,0.017674705,0.017316317,0.0179468,0.017673483,0.017254192,0.017306123,0.016982067,0.016969394,0.017674705,0.017316317,0.0179468,0.017673483,0.017254192,0.017306123,0.016982067,0.016969394,0.017674705,0.017316317,0.0179468,0.017673483,0.017254192,0.017306123,0.016982067,0.016969394,0.01849102,0.018204061,0.018923948,0.018897957,0.018119989,0.018102052,0.017600511,0.017571425,0.021880014,0.021489786,0.020111322,0.019704103,0.002163235,0.002204058,0.00230614,0.002408125,0.021880014,0.021489786,0.020111322,0.019704103,0.002163235,0.002204058,0.00230614,0.002408125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50E_1-1_200cyc,0.02077565,0.02076222,0.020543395,0.020867027,0.002053222,0.002054,0.000713115,0.000923215,0.01882109,0.018728971,0.018764648,0.018924694,0.001925449,0.001895671,0.001905694,0.001974592,0.01789832,0.017913215,0.017868595,0.018051546,0.001852756,0.001860735,0.001792227,0.001848377,0.017435018,0.017462117,0.017273448,0.017573615,0.001798844,0.001801763,0.001770526,0.001750382,0.017012353,0.017162805,0.016980151,0.017195575,0.001770672,0.001756464,0.001733449,0.001750771,0.016858862,0.016775885,0.016879003,0.016889767,0.016679038,0.016510876,0.016650021,0.016557149,0.016501721,0.016429473,0.016558871,0.016567464,0.01638291,0.0163787,0.016312195,0.016371182,0.016415908,0.016196845,0.01645212,0.016357218,0.016306209,0.0161894,0.016222873,0.016170813,0.016238945,0.016200518,0.01627902,0.016313767,0.016096749,0.016178112,0.016032256,0.01612982,0.016301904,0.016131133,0.016333221,0.016222487,0.016029455,0.016063914,0.015952046,0.016026643,0.016261887,0.016237522,0.016302434,0.016326369,0.016152453,0.016042359,0.016050038,0.015994408,0.016288604,0.016230272,0.016326173,0.016359577,0.016190524,0.016223387,0.016066168,0.016149818,0.016503166,0.016451101,0.016525106,0.016464409,0.01639214,0.016285278,0.016251713,0.016198353,0.016572495,0.016558535,0.016660077,0.016708155,0.016460112,0.016597777,0.01639966,0.016438183,0.017071684,0.016916917,0.017003417,0.017097605,0.016787882,0.016840356,0.016758482,0.016803474,0.017663293,0.017385604,0.017746275,0.017605898,0.017308422,0.017352761,0.017203589,0.017284641,0.018435226,0.01827257,0.018580047,0.018553126,0.01825151,0.018318794,0.017994985,0.01793224,0.019093804,0.018910194,0.019443249,0.019366838,0.018841319,0.018788795,0.018407949,0.018420317,0.020424083,0.020155128,0.02106712,0.020682763,0.019833094,0.01948724,0.019181505,0.018948098,0.020603464,0.020863815,0.019611395,0.019775337,0.002046605,0.002182454,0.002214081,0.002261035,0.021950109,0.022678424,0.020322051,0.020522609,0.00219204,0.002268431,0.002448753,0.002473714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50E_1-1_300cyc,0.02178559,0.023068603,0.022875385,0.022401104,0.002266047,0.002221283,0.000791063,0.001036488,0.020593969,0.020231811,0.020604762,0.020842114,0.002095845,0.002109567,0.002174183,0.00222031,0.019571909,0.019495025,0.019568548,0.019856156,0.0020214,0.001998921,2.08E-05,0.00204242,0.019118044,0.01894024,0.018912535,0.019189582,0.001973035,0.001984518,0.001951432,0.001959606,0.018734894,0.018693476,0.018744389,0.018855601,0.00190224,0.001943549,0.001895184,1.30E-05,0.018508005,0.018157448,0.018549113,0.000170396,0.01835596,0.018167058,0.018119576,0.018212674,0.018022616,0.017953868,0.018079442,0.01813183,0.017850902,0.017960485,0.017835951,0.01791504,0.017844119,0.017830498,0.017874758,0.017842225,0.017768008,0.017646405,0.017645216,0.017653193,0.017835332,0.017615216,0.000103447,0.017779701,0.017525166,0.017681097,0.017442391,0.017451388,0.017685262,0.017732017,0.017752497,0.017733087,0.017570904,0.017514813,0.01747766,0.017504619,0.017837602,0.017622661,0.017868359,0.017802545,0.017540825,0.017667644,0.017442715,0.000113006,0.017801803,0.01782028,0.017847275,0.017942531,0.017641707,0.017626115,0.017542653,0.017540358,0.017959657,0.017701801,0.018026007,0.017965959,0.017815928,0.017801864,0.017700626,0.017712238,0.0182232,0.017996053,0.018163898,0.000105318,0.017847894,0.017840692,0.017833975,0.000104028,0.018321546,0.018238364,0.00011079,0.018471942,0.01805066,0.018195571,0.018086932,0.017969487,0.019008139,0.01881198,0.019100144,0.019172868,0.018736132,0.018830226,0.01868028,0.018760769,0.020195779,0.019692353,0.020428919,0.020181354,0.019976764,0.019754123,0.019700599,0.019578253,0.021076704,0.020344136,0.000176757,0.021220324,0.020650204,0.02036625,0.020247385,0.000148038,0.021935895,0.021510805,0.022685506,0.022878623,0.021173162,0.021332137,0.02071856,0.000187937,0.022317896,0.02217991,0.021273867,0.021176046,0.000742455,0.002302296,0.002366961,1.64E-05,0.022936634,0.023540818,0.021477607,0.021735819,0.002263517,0.002466416,0.002552052,0.00256699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50E_1-1_400cyc,0.023855423,0.024035537,0.024606773,0.024422529,0.002498627,0.002485587,0.000848284,0.001078139,0.022208698,0.021382424,0.022186286,0.000112251,0.002245222,0.00221739,0.002302248,0.002378931,0.021208755,0.02093101,0.021202533,0.021382327,0.002117546,0.002178075,0.002166106,0.002204642,0.020193007,0.020559759,0.020298194,0.020442885,0.002106404,0.002092245,0.002083584,0.002111318,0.020040106,0.01978373,0.020142404,0.020170163,0.002071517,0.002058671,0.002020135,0.002074874,0.019963818,0.019406932,0.020069743,0.019779668,0.019320309,0.019466999,0.019510395,0.019568083,0.019415146,0.019261399,0.019546136,0.019563437,0.019204889,0.018964763,0.019258029,0.019121146,0.019339448,0.018920996,9.52E-05,0.019220503,0.018851051,0.018901168,0.018884078,0.018991694,0.019134027,0.018674914,0.019209667,0.019047212,0.018912565,0.01874296,0.000128955,0.018819206,0.019017929,0.018919925,0.019074224,0.019173403,0.018824717,0.018961673,0.018799563,0.000106826,0.019233877,0.018878981,0.000112058,0.019154013,0.01878591,0.018909561,0.018773082,0.018902263,0.019253635,0.018806239,0.019390523,0.019211818,0.019085606,0.018905572,0.019034797,0.018911581,0.019251895,0.019125014,0.019447112,0.01946639,0.019022706,0.019189849,0.019098139,0.019177636,0.019628676,0.019181723,0.019757661,0.019576233,0.019382118,0.019191528,0.019195069,0.000113273,0.019917462,0.019711353,0.020081981,0.000114587,0.019562886,0.019773853,0.019678748,0.019519013,0.020609509,0.02000889,0.020488605,0.020526453,0.019858218,0.019989841,0.019987852,0.020065089,0.021383891,0.020450354,0.021699718,0.021333403,0.021023889,0.020697433,0.020484535,0.02066656,0.022256352,0.021881327,0.022922745,0.023056244,0.021733099,0.021354836,0.021503085,0.000151907,0.022759523,0.022371132,0.02349029,0.023763277,0.022144206,0.022484551,0.021703728,0.021763188,0.022892076,0.022952897,0.021562535,0.022127434,0.00219277,0.002414207,0.002465102,0.002486414,0.023361688,0.024557527,0.02220973,0.022195042,0.00234526,0.002426663,0.002666201,0.002663087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50E_1-1_500cyc,0.0261126,0.025798253,0.000134175,0.00013748,0.002450554,0.002478775,0.000874461,0.001097699,0.023851471,0.023103125,0.023771261,0.000122372,0.002303707,0.002371632,0.002451527,0.002500378,0.022112918,0.022586633,0.022261159,0.022378187,0.002290862,0.002250185,0.002337767,0.002389149,0.021776891,0.021251878,0.021841236,0.021901836,0.002248968,0.002188488,0.00225252,0.002293976,0.021534137,0.021070753,0.021697034,0.000136166,0.002216076,0.002201479,0.00215691,0.002226635,0.021528269,0.020726311,0.000113179,0.021309828,0.021240839,0.020827979,0.021034151,0.021132742,0.020916578,0.020744095,0.021069066,0.000118747,0.020646518,0.020259521,0.020794848,0.020612211,0.020492762,0.020270956,0.020673235,0.020725168,0.020266729,0.020431134,0.020395921,0.020539931,0.020616498,0.019945952,0.020740588,0.020436097,0.019942026,0.020030567,0.020139248,0.020231592,0.020357673,0.020097421,0.020517858,0.020552436,0.020041197,0.020229379,0.020195631,0.020333942,0.020631715,0.020079248,0.000117985,0.020479377,0.020007374,0.02012754,0.020113445,0.020265263,0.020622838,0.01992649,0.020776594,0.020584063,0.020364338,0.020183446,0.020426884,0.020303848,0.020613461,0.020415296,0.020826254,0.020879385,0.020300937,0.020590437,0.020457258,0.000130279,0.020670729,0.020431037,0.000108372,0.021033044,0.020317273,0.020494729,0.020572501,0.000123686,0.021298373,0.020615033,0.000132848,0.02127555,0.020953764,0.020666074,0.020825074,0.020931156,0.021953854,0.021608362,0.022265612,0.022359016,0.021457584,0.02112357,0.021703669,0.021458232,0.022960225,0.021803452,0.022786948,0.022864147,0.021838051,0.021969907,0.022009146,0.022155533,0.023656431,0.022358821,0.024360717,0.023705667,0.022363338,0.022552841,0.022369148,0.022478882,0.024158658,0.02257133,0.024745047,0.023908153,0.023244883,0.022782063,0.000224706,0.022449493,0.022948282,0.024274369,0.000271063,0.022565808,0.00229529,0.002366523,0.002555847,0.002580419,0.024598664,0.024356988,0.023157448,0.02306184,0.002472595,0.002517457,1.68E-05,3.21E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50E_1-1_initial,0.01611627,0.016102061,0.016017364,0.015999979,0.001632632,0.001653068,0.000551088,0.000673508,0.014446515,0.01446938,0.014409417,0.014459187,0.001489776,0.001489776,0.001489824,0.001449001,0.014446515,0.01446938,0.014409417,0.014459187,0.001489776,0.001489776,0.001489824,0.001449001,0.014446515,0.01446938,0.014409417,0.014459187,0.001489776,0.001489776,0.001489824,0.001449001,0.014446515,0.01446938,0.014409417,0.014459187,0.001489776,0.001489776,0.001489824,0.001449001,0.014038357,0.013969382,0.014038328,0.014010206,0.014050713,0.014071416,0.013976489,0.0139796,0.014038357,0.013969382,0.014038328,0.014010206,0.014050713,0.014071416,0.013976489,0.0139796,0.014038357,0.013969382,0.014038328,0.014010206,0.014050713,0.014071416,0.013976489,0.0139796,0.014038357,0.013969382,0.014038328,0.014010206,0.014050713,0.014071416,0.013976489,0.0139796,0.016512072,0.016367338,0.016685231,0.016540824,0.016437848,0.016469396,0.016103885,0.016153053,0.016512072,0.016367338,0.016685231,0.016540824,0.016437848,0.016469396,0.016103885,0.016153053,0.016512072,0.016367338,0.016685231,0.016540824,0.016437848,0.016469396,0.016103885,0.016153053,0.016512072,0.016367338,0.016685231,0.016540824,0.016437848,0.016469396,0.016103885,0.016153053,0.016512072,0.016367338,0.016685231,0.016540824,0.016437848,0.016469396,0.016103885,0.016153053,0.016512072,0.016367338,0.016685231,0.016540824,0.016437848,0.016469396,0.016103885,0.016153053,0.016512072,0.016367338,0.016685231,0.016540824,0.016437848,0.016469396,0.016103885,0.016153053,0.016512072,0.016367338,0.016685231,0.016540824,0.016437848,0.016469396,0.016103885,0.016153053,0.016512072,0.016367338,0.016685231,0.016540824,0.016437848,0.016469396,0.016103885,0.016153053,0.017167612,0.017071427,0.017365483,0.017255107,0.017105774,0.016877554,0.016611007,0.016561211,0.021583177,0.021448987,0.019443426,0.019479601,0.002081637,0.002122412,0.002244881,0.002265317,0.021583177,0.021448987,0.019443426,0.019479601,0.002081637,0.002122412,0.002244881,0.002265317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50E_1-2_100cyc,0.018354957,0.018224473,0.018181827,0.018285708,0.001857135,0.001918345,0.000632636,0.000775493,0.015423633,0.015418384,0.015448374,0.015489787,0.001612245,0.001612245,0.001550986,0.001571422,0.015423633,0.015418384,0.015448374,0.015489787,0.001612245,0.001612245,0.001550986,0.001571422,0.015423633,0.015418384,0.015448374,0.015489787,0.001612245,0.001612245,0.001550986,0.001571422,0.015423633,0.015418384,0.015448374,0.015489787,0.001612245,0.001612245,0.001550986,0.001571422,0.014867028,0.014846933,0.014928866,0.014969402,0.014792833,0.014836715,0.014743351,0.014826546,0.014867028,0.014846933,0.014928866,0.014969402,0.014792833,0.014836715,0.014743351,0.014826546,0.014867028,0.014846933,0.014928866,0.014969402,0.014792833,0.014836715,0.014743351,0.014826546,0.014867028,0.014846933,0.014928866,0.014969402,0.014792833,0.014836715,0.014743351,0.014826546,0.017884962,0.017724475,0.018169442,0.018102028,0.017699446,0.017673458,0.017340772,0.017346947,0.017884962,0.017724475,0.018169442,0.018102028,0.017699446,0.017673458,0.017340772,0.017346947,0.017884962,0.017724475,0.018169442,0.018102028,0.017699446,0.017673458,0.017340772,0.017346947,0.017884962,0.017724475,0.018169442,0.018102028,0.017699446,0.017673458,0.017340772,0.017346947,0.017884962,0.017724475,0.018169442,0.018102028,0.017699446,0.017673458,0.017340772,0.017346947,0.017884962,0.017724475,0.018169442,0.018102028,0.017699446,0.017673458,0.017340772,0.017346947,0.017884962,0.017724475,0.018169442,0.018102028,0.017699446,0.017673458,0.017340772,0.017346947,0.017884962,0.017724475,0.018169442,0.018102028,0.017699446,0.017673458,0.017340772,0.017346947,0.017884962,0.017724475,0.018169442,0.018102028,0.017699446,0.017673458,0.017340772,0.017346947,0.019344461,0.01903062,0.019863939,0.019591828,0.018936303,0.018642849,0.018342631,0.018142851,0.02226343,0.022499999,0.020568962,0.020520419,0.002224494,0.00230614,0.002469384,0.002448997,0.02226343,0.022499999,0.020568962,0.020520419,0.002224494,0.00230614,0.002469384,0.002448997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50E_1-2_200cyc,0.020705762,0.020904225,0.021391971,0.021112038,0.002173502,0.002168441,0.000723527,0.000943456,0.019060157,0.018937417,0.019022588,0.019215832,0.001952794,0.00194316,0.001966613,0.001998434,0.018158973,0.018205594,0.018130045,0.018344071,0.001878836,0.001913285,0.001835434,0.00187251,0.017443246,0.017798555,0.017461676,0.017631565,0.001820156,0.001843997,0.001778311,0.001808089,0.017186308,0.017191439,0.017213055,0.017273621,0.001828087,0.001780987,0.001736514,0.001733936,0.016910645,0.0168143,0.016928456,0.016912441,0.016713806,0.016748005,0.016674586,0.016702973,0.016705549,0.01648538,0.016725985,0.016627385,0.016579218,0.016471585,0.016369669,0.0164321,0.016494762,0.016443656,0.01653873,0.01643738,0.016371851,0.016273795,0.016296979,0.016230637,0.016364656,0.016350284,0.016399099,0.016449276,0.016285508,0.016185775,0.016172063,0.016123835,0.016342657,0.016287395,0.016401783,0.016430762,0.016203292,0.016286811,0.016131339,0.016228982,0.016571757,0.01638067,0.0166016,0.01649713,0.016331569,0.016354541,0.016202585,0.016282773,0.01661027,0.016550458,0.016647338,0.01668677,0.016500129,0.01638483,0.016368844,0.016321333,0.016774553,0.016742239,0.016861723,0.016898841,0.016658013,0.016757663,0.016563559,0.016645582,0.017200581,0.016968786,0.017130102,0.017154168,0.016908197,0.016979855,0.016827398,0.016857215,0.017636487,0.017362833,0.017725279,0.017619011,0.017470376,0.017334734,0.017406178,0.017288291,0.018614048,0.018478997,0.018702102,0.018729701,0.018431481,0.018229387,0.018301818,0.01823002,0.019372593,0.019053659,0.019547316,0.019462084,0.019095927,0.01906772,0.018826339,0.018873823,0.020088085,0.019465904,0.020481291,0.020141772,0.019699096,0.019401774,0.019287576,0.019059692,0.021049928,0.020658313,0.021895348,0.021885998,0.020380557,0.0204695,0.019836986,0.019773391,0.022103127,0.021844713,0.020831031,0.020702274,0.00213516,0.002263128,0.002323657,0.002346963,0.023021621,0.023465838,0.0212304,0.021442759,0.002262738,0.002286483,0.002560032,0.002560421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50E_1-2_300cyc,0.022232171,0.02220852,0.023192893,0.022724575,0.002325311,0.002325798,0.000801476,0.001033763,0.021536319,0.0209169,0.0208911,0.021606562,0.002119784,0.002177005,0.002211746,0.002248433,0.019966679,0.020221861,0.019985227,0.020568833,0.002073463,0.002056336,2.72E-06,0.00211161,0.019468433,0.019530593,0.019547964,0.019726875,0.001982913,0.002016048,0.001956784,0.002001646,0.019056796,0.019041689,0.019153048,0.019258577,0.001983302,0.001979263,0.001953232,0.00194569,0.018867801,0.018430729,0.018963492,0.018751719,0.018330187,0.018433284,0.018451062,0.018510794,0.018321664,0.018265466,0.018366576,0.018501598,0.018155995,0.01797642,0.018156909,0.018078186,0.018201703,0.01812295,0.018273243,0.018135115,0.017982246,0.017878012,0.01796871,0.017891222,0.018143669,0.017854316,0.018240658,0.018080716,0.01798894,0.017865994,0.000119195,0.017832372,0.018078291,0.017997245,0.01815051,0.018214912,0.017909025,0.017795101,0.017850106,0.017813833,0.018254341,0.017973525,0.018301169,0.018182725,0.018162453,0.017986419,0.017862432,0.017971603,0.018316474,0.018262596,0.018391553,0.018472599,0.018147473,0.018324341,0.018083835,0.01805376,0.018656895,0.018659879,0.018747633,0.018701967,0.01848235,0.018477002,0.018438912,0.000111643,0.019213205,0.018887787,0.0193301,0.019211574,0.018824245,0.018977389,0.018831116,0.018891826,0.019375985,0.01936117,0.019547787,0.019469602,0.019164725,0.019104116,0.019194303,0.019092584,0.020106781,0.019650338,0.020251896,0.02011377,0.019458524,0.019756093,0.019532306,0.019670749,0.02104866,0.020918068,0.02138103,0.021512143,0.020712102,0.02052222,0.020570024,0.020480886,0.02176654,0.020877536,0.022412408,0.022098896,0.021351394,0.020976213,0.021024331,0.020813236,0.023152376,0.021906678,0.024057423,0.023411731,0.021748493,0.022173731,0.02128988,0.021021561,0.022094133,0.022521043,0.021600871,0.021745477,0.002225127,0.000865216,0.002424084,0.002533708,0.024131086,0.024515342,0.022377552,0.022434604,0.002438681,0.002410266,0.002615209,0.002686491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
