,100_1.65C_dischar_pulse,100_2.0C_dischar_pulse,100_2.5C_dischar_pulse,100_3.0C_dischar_pulse,100_4.0C_dischar_pulse,100_1.65C_dischar_rest,100_2.0C_dischar_rest,100_2.5C_dischar_rest,100_3.0C_dischar_rest,100_4.0C_dischar_rest,100_1.65C_char_pulse,100_2.0C_char_pulse,100_2.5C_char_pulse,100_3.0C_char_pulse,100_4.0C_char_pulse,100_1.65C_char_rest,100_2.0C_char_rest,100_2.5C_char_rest,100_3.0C_char_rest,100_4.0C_char_rest,95_1.65C_dischar_pulse,95_2.0C_dischar_pulse,95_2.5C_dischar_pulse,95_3.0C_dischar_pulse,95_4.0C_dischar_pulse,95_1.65C_dischar_rest,95_2.0C_dischar_rest,95_2.5C_dischar_rest,95_3.0C_dischar_rest,95_4.0C_dischar_rest,95_1.65C_char_pulse,95_2.0C_char_pulse,95_2.5C_char_pulse,95_3.0C_char_pulse,95_4.0C_char_pulse,95_1.65C_char_rest,95_2.0C_char_rest,95_2.5C_char_rest,95_3.0C_char_rest,95_4.0C_char_rest,90_1.65C_dischar_pulse,90_2.0C_dischar_pulse,90_2.5C_dischar_pulse,90_3.0C_dischar_pulse,90_4.0C_dischar_pulse,90_1.65C_dischar_rest,90_2.0C_dischar_rest,90_2.5C_dischar_rest,90_3.0C_dischar_rest,90_4.0C_dischar_rest,90_1.65C_char_pulse,90_2.0C_char_pulse,90_2.5C_char_pulse,90_3.0C_char_pulse,90_4.0C_char_pulse,90_1.65C_char_rest,90_2.0C_char_rest,90_2.5C_char_rest,90_3.0C_char_rest,90_4.0C_char_rest,85_1.65C_dischar_pulse,85_2.0C_dischar_pulse,85_2.5C_dischar_pulse,85_3.0C_dischar_pulse,85_4.0C_dischar_pulse,85_1.65C_dischar_rest,85_2.0C_dischar_rest,85_2.5C_dischar_rest,85_3.0C_dischar_rest,85_4.0C_dischar_rest,85_1.65C_char_pulse,85_2.0C_char_pulse,85_2.5C_char_pulse,85_3.0C_char_pulse,85_4.0C_char_pulse,85_1.65C_char_rest,85_2.0C_char_rest,85_2.5C_char_rest,85_3.0C_char_rest,85_4.0C_char_rest,80_1.65C_dischar_pulse,80_2.0C_dischar_pulse,80_2.5C_dischar_pulse,80_3.0C_dischar_pulse,80_4.0C_dischar_pulse,80_1.65C_dischar_rest,80_2.0C_dischar_rest,80_2.5C_dischar_rest,80_3.0C_dischar_rest,80_4.0C_dischar_rest,80_1.65C_char_pulse,80_2.0C_char_pulse,80_2.5C_char_pulse,80_3.0C_char_pulse,80_4.0C_char_pulse,80_1.65C_char_rest,80_2.0C_char_rest,80_2.5C_char_rest,80_3.0C_char_rest,80_4.0C_char_rest,75_1.65C_dischar_pulse,75_2.0C_dischar_pulse,75_2.5C_dischar_pulse,75_3.0C_dischar_pulse,75_1.65C_dischar_rest,75_2.0C_dischar_rest,75_2.5C_dischar_rest,75_3.0C_dischar_rest,75_1.65C_char_pulse,75_2.0C_char_pulse,75_2.5C_char_pulse,75_3.0C_char_pulse,75_1.65C_char_rest,75_2.0C_char_rest,75_2.5C_char_rest,75_3.0C_char_rest,70_1.65C_dischar_pulse,70_2.0C_dischar_pulse,70_2.5C_dischar_pulse,70_3.0C_dischar_pulse,70_1.65C_dischar_rest,70_2.0C_dischar_rest,70_2.5C_dischar_rest,70_3.0C_dischar_rest,70_1.65C_char_pulse,70_2.0C_char_pulse,70_2.5C_char_pulse,70_3.0C_char_pulse,70_1.65C_char_rest,70_2.0C_char_rest,70_2.5C_char_rest,70_3.0C_char_rest,65_1.65C_dischar_pulse,65_2.0C_dischar_pulse,65_2.5C_dischar_pulse,65_3.0C_dischar_pulse,65_1.65C_dischar_rest,65_2.0C_dischar_rest,65_2.5C_dischar_rest,65_3.0C_dischar_rest,65_1.65C_char_pulse,65_2.0C_char_pulse,65_2.5C_char_pulse,65_3.0C_char_pulse,65_1.65C_char_rest,65_2.0C_char_rest,65_2.5C_char_rest,65_3.0C_char_rest,60_1.65C_dischar_pulse,60_2.0C_dischar_pulse,60_2.5C_dischar_pulse,60_3.0C_dischar_pulse,60_1.65C_dischar_rest,60_2.0C_dischar_rest,60_2.5C_dischar_rest,60_3.0C_dischar_rest,60_1.65C_char_pulse,60_2.0C_char_pulse,60_2.5C_char_pulse,60_3.0C_char_pulse,60_1.65C_char_rest,60_2.0C_char_rest,60_2.5C_char_rest,60_3.0C_char_rest,55_1.65C_dischar_pulse,55_2.0C_dischar_pulse,55_2.5C_dischar_pulse,55_3.0C_dischar_pulse,55_4.0C_dischar_pulse,55_1.65C_dischar_rest,55_2.0C_dischar_rest,55_2.5C_dischar_rest,55_3.0C_dischar_rest,55_4.0C_dischar_rest,55_1.65C_char_pulse,55_2.0C_char_pulse,55_2.5C_char_pulse,55_3.0C_char_pulse,55_4.0C_char_pulse,55_1.65C_char_rest,55_2.0C_char_rest,55_2.5C_char_rest,55_3.0C_char_rest,55_4.0C_char_rest,50_1.65C_dischar_pulse,50_2.0C_dischar_pulse,50_2.5C_dischar_pulse,50_3.0C_dischar_pulse,50_4.0C_dischar_pulse,50_1.65C_dischar_rest,50_2.0C_dischar_rest,50_2.5C_dischar_rest,50_3.0C_dischar_rest,50_4.0C_dischar_rest,50_1.65C_char_pulse,50_2.0C_char_pulse,50_2.5C_char_pulse,50_3.0C_char_pulse,50_4.0C_char_pulse,50_1.65C_char_rest,50_2.0C_char_rest,50_2.5C_char_rest,50_3.0C_char_rest,50_4.0C_char_rest,45_1.65C_dischar_pulse,45_2.0C_dischar_pulse,45_2.5C_dischar_pulse,45_3.0C_dischar_pulse,45_4.0C_dischar_pulse,45_1.65C_dischar_rest,45_2.0C_dischar_rest,45_2.5C_dischar_rest,45_3.0C_dischar_rest,45_4.0C_dischar_rest,45_1.65C_char_pulse,45_2.0C_char_pulse,45_2.5C_char_pulse,45_3.0C_char_pulse,45_4.0C_char_pulse,45_1.65C_char_rest,45_2.0C_char_rest,45_2.5C_char_rest,45_3.0C_char_rest,45_4.0C_char_rest,40_1.65C_dischar_pulse,40_2.0C_dischar_pulse,40_2.5C_dischar_pulse,40_3.0C_dischar_pulse,40_4.0C_dischar_pulse,40_1.65C_dischar_rest,40_2.0C_dischar_rest,40_2.5C_dischar_rest,40_3.0C_dischar_rest,40_4.0C_dischar_rest,40_1.65C_char_pulse,40_2.0C_char_pulse,40_2.5C_char_pulse,40_3.0C_char_pulse,40_4.0C_char_pulse,40_1.65C_char_rest,40_2.0C_char_rest,40_2.5C_char_rest,40_3.0C_char_rest,40_4.0C_char_rest,35_1.65C_dischar_pulse,35_2.0C_dischar_pulse,35_2.5C_dischar_pulse,35_3.0C_dischar_pulse,35_4.0C_dischar_pulse,35_1.65C_dischar_rest,35_2.0C_dischar_rest,35_2.5C_dischar_rest,35_3.0C_dischar_rest,35_4.0C_dischar_rest,35_1.65C_char_pulse,35_2.0C_char_pulse,35_2.5C_char_pulse,35_3.0C_char_pulse,35_4.0C_char_pulse,35_1.65C_char_rest,35_2.0C_char_rest,35_2.5C_char_rest,35_3.0C_char_rest,35_4.0C_char_rest,30_1.65C_dischar_pulse,30_2.0C_dischar_pulse,30_2.5C_dischar_pulse,30_3.0C_dischar_pulse,30_4.0C_dischar_pulse,30_1.65C_dischar_rest,30_2.0C_dischar_rest,30_2.5C_dischar_rest,30_3.0C_dischar_rest,30_4.0C_dischar_rest,30_1.65C_char_pulse,30_2.0C_char_pulse,30_2.5C_char_pulse,30_3.0C_char_pulse,30_4.0C_char_pulse,30_1.65C_char_rest,30_2.0C_char_rest,30_2.5C_char_rest,30_3.0C_char_rest,30_4.0C_char_rest,25_1.65C_dischar_pulse,25_2.0C_dischar_pulse,25_2.5C_dischar_pulse,25_3.0C_dischar_pulse,25_4.0C_dischar_pulse,25_1.65C_dischar_rest,25_2.0C_dischar_rest,25_2.5C_dischar_rest,25_3.0C_dischar_rest,25_4.0C_dischar_rest,25_1.65C_char_pulse,25_2.0C_char_pulse,25_2.5C_char_pulse,25_3.0C_char_pulse,25_4.0C_char_pulse,25_1.65C_char_rest,25_2.0C_char_rest,25_2.5C_char_rest,25_3.0C_char_rest,25_4.0C_char_rest,20_1.65C_dischar_pulse,20_2.0C_dischar_pulse,20_2.5C_dischar_pulse,20_3.0C_dischar_pulse,20_4.0C_dischar_pulse,20_1.65C_dischar_rest,20_2.0C_dischar_rest,20_2.5C_dischar_rest,20_3.0C_dischar_rest,20_4.0C_dischar_rest,20_1.65C_char_pulse,20_2.0C_char_pulse,20_2.5C_char_pulse,20_3.0C_char_pulse,20_4.0C_char_pulse,20_1.65C_char_rest,20_2.0C_char_rest,20_2.5C_char_rest,20_3.0C_char_rest,20_4.0C_char_rest,15_1.65C_dischar_pulse,15_2.0C_dischar_pulse,15_2.5C_dischar_pulse,15_3.0C_dischar_pulse,15_4.0C_dischar_pulse,15_1.65C_dischar_rest,15_2.0C_dischar_rest,15_2.5C_dischar_rest,15_3.0C_dischar_rest,15_4.0C_dischar_rest,15_1.65C_char_pulse,15_2.0C_char_pulse,15_2.5C_char_pulse,15_3.0C_char_pulse,15_4.0C_char_pulse,15_1.65C_char_rest,15_2.0C_char_rest,15_2.5C_char_rest,15_3.0C_char_rest,15_4.0C_char_rest,10_1.65C_dischar_pulse,10_2.0C_dischar_pulse,10_2.5C_dischar_pulse,10_3.0C_dischar_pulse,10_4.0C_dischar_pulse,10_1.65C_dischar_rest,10_2.0C_dischar_rest,10_2.5C_dischar_rest,10_3.0C_dischar_rest,10_4.0C_dischar_rest,10_1.65C_char_pulse,10_2.0C_char_pulse,10_2.5C_char_pulse,10_3.0C_char_pulse,10_4.0C_char_pulse,10_1.65C_char_rest,10_2.0C_char_rest,10_2.5C_char_rest,10_3.0C_char_rest,10_4.0C_char_rest,5_1.65C_char_pulse,5_2.0C_char_pulse,5_2.5C_char_pulse,5_3.0C_char_pulse,5_4.0C_char_pulse,5_1.65C_char_rest,5_2.0C_char_rest,5_2.5C_char_rest,5_3.0C_char_rest,5_4.0C_char_rest,5_1.65C_dischar_pulse,5_2.0C_dischar_pulse,5_2.5C_dischar_pulse,5_3.0C_dischar_pulse,5_4.0C_dischar_pulse,5_1.65C_dischar_rest,5_2.0C_dischar_rest,5_2.5C_dischar_rest,5_3.0C_dischar_rest,5_4.0C_dischar_rest,0_1.65C_char_pulse,0_2.0C_char_pulse,0_2.5C_char_pulse,0_3.0C_char_pulse,0_4.0C_char_pulse,0_1.65C_char_rest,0_2.0C_char_rest,0_2.5C_char_rest,0_3.0C_char_rest,0_4.0C_char_rest,0_1.65C_dischar_pulse,0_2.0C_dischar_pulse,0_2.5C_dischar_pulse,0_3.0C_dischar_pulse,0_4.0C_dischar_pulse,0_1.65C_dischar_rest,0_2.0C_dischar_rest,0_2.5C_dischar_rest,0_3.0C_dischar_rest,0_4.0C_dischar_rest
0.5C0.5C_3-5_initial,0.028055154,0.028036378,0.027941825,0.027842406,0.02754543,0.02790078,0.027909105,0.027854503,0.027757558,0.027481816,0.028362274,0.028728138,0.028362274,0.028364008,0.028364008,0.010181774,0.013817874,0.016363317,0.018910495,0.021091808,0.026710762,0.026890928,0.026996335,0.027042389,0.027054548,0.02664461,0.026727243,0.026836361,0.02688483,0.026736368,0.027635748,0.027635748,0.027635748,0.027636615,0.028364008,0.027273351,0.027271618,0.027637482,0.026909221,0.027271618,0.026710762,0.026890928,0.026996335,0.027042389,0.027054548,0.02664461,0.026727243,0.026836361,0.02688483,0.026736368,0.027635748,0.027635748,0.027635748,0.027636615,0.028364008,0.027273351,0.027271618,0.027637482,0.026909221,0.027271618,0.026710762,0.026890928,0.026996335,0.027042389,0.027054548,0.02664461,0.026727243,0.026836361,0.02688483,0.026736368,0.027635748,0.027635748,0.027635748,0.027636615,0.028364008,0.027273351,0.027271618,0.027637482,0.026909221,0.027271618,0.026710762,0.026890928,0.026996335,0.027042389,0.027054548,0.02664461,0.026727243,0.026836361,0.02688483,0.026736368,0.027635748,0.027635748,0.027635748,0.027636615,0.028364008,0.027273351,0.027271618,0.027637482,0.026909221,0.027271618,0.026027585,0.025963653,0.025934531,0.025854544,0.025939416,0.025909077,0.025876375,0.02581816,0.026005464,0.026018186,0.025934531,0.025854544,0.025939416,0.025945447,0.025861844,0.025757558,0.026027585,0.025963653,0.025934531,0.025854544,0.025939416,0.025909077,0.025876375,0.02581816,0.026005464,0.026018186,0.025934531,0.025854544,0.025939416,0.025945447,0.025861844,0.025757558,0.026027585,0.025963653,0.025934531,0.025854544,0.025939416,0.025909077,0.025876375,0.02581816,0.026005464,0.026018186,0.025934531,0.025854544,0.025939416,0.025945447,0.025861844,0.025757558,0.026027585,0.025963653,0.025934531,0.025854544,0.025939416,0.025909077,0.025876375,0.02581816,0.026005464,0.026018186,0.025934531,0.025854544,0.025939416,0.025945447,0.025861844,0.025757558,0.027019249,0.026981831,0.027025431,0.027018171,0.026936358,0.027195586,0.027200005,0.027330919,0.027418194,0.027572719,0.027019249,0.027109059,0.027127283,0.027151541,0.026890906,0.026732778,0.026818145,0.026807265,0.026727301,0.026481823,0.027019249,0.026981831,0.027025431,0.027018171,0.026936358,0.027195586,0.027200005,0.027330919,0.027418194,0.027572719,0.027019249,0.027109059,0.027127283,0.027151541,0.026890906,0.026732778,0.026818145,0.026807265,0.026727301,0.026481823,0.027019249,0.026981831,0.027025431,0.027018171,0.026936358,0.027195586,0.027200005,0.027330919,0.027418194,0.027572719,0.027019249,0.027109059,0.027127283,0.027151541,0.026890906,0.026732778,0.026818145,0.026807265,0.026727301,0.026481823,0.027019249,0.026981831,0.027025431,0.027018171,0.026936358,0.027195586,0.027200005,0.027330919,0.027418194,0.027572719,0.027019249,0.027109059,0.027127283,0.027151541,0.026890906,0.026732778,0.026818145,0.026807265,0.026727301,0.026481823,0.027019249,0.026981831,0.027025431,0.027018171,0.026936358,0.027195586,0.027200005,0.027330919,0.027418194,0.027572719,0.027019249,0.027109059,0.027127283,0.027151541,0.026890906,0.026732778,0.026818145,0.026807265,0.026727301,0.026481823,0.027019249,0.026981831,0.027025431,0.027018171,0.026936358,0.027195586,0.027200005,0.027330919,0.027418194,0.027572719,0.027019249,0.027109059,0.027127283,0.027151541,0.026890906,0.026732778,0.026818145,0.026807265,0.026727301,0.026481823,0.027019249,0.026981831,0.027025431,0.027018171,0.026936358,0.027195586,0.027200005,0.027330919,0.027418194,0.027572719,0.027019249,0.027109059,0.027127283,0.027151541,0.026890906,0.026732778,0.026818145,0.026807265,0.026727301,0.026481823,0.027019249,0.026981831,0.027025431,0.027018171,0.026936358,0.027195586,0.027200005,0.027330919,0.027418194,0.027572719,0.027019249,0.027109059,0.027127283,0.027151541,0.026890906,0.026732778,0.026818145,0.026807265,0.026727301,0.026481823,0.027019249,0.026981831,0.027025431,0.027018171,0.026936358,0.027195586,0.027200005,0.027330919,0.027418194,0.027572719,0.027019249,0.027109059,0.027127283,0.027151541,0.026890906,0.026732778,0.026818145,0.026807265,0.026727301,0.026481823,0.027019249,0.026981831,0.027025431,0.027018171,0.026936358,0.027195586,0.027200005,0.027330919,0.027418194,0.027572719,0.027019249,0.027109059,0.027127283,0.027151541,0.026890906,0.026732778,0.026818145,0.026807265,0.026727301,0.026481823,0.033079888,0.032090881,0.0320291,0.032254566,0.032545458,0.029994502,0.029818188,0.030007276,0.030109088,0.029909091,0.031272715,0.032000108,0.033091632,0.033090765,0.033091632,0.033818158,0.033454028,0.034182288,0.034908815,0.034909682,0.033079888,0.032090881,0.0320291,0.032254566,0.032545458,0.029994502,0.029818188,0.030007276,0.030109088,0.029909091,0.031272715,0.032000108,0.033091632,0.033090765,0.033091632,0.033818158,0.033454028,0.034182288,0.034908815,0.034909682
0.5C0.5C_3-6_initial,0.027834679,0.027781833,0.02773819,0.027587891,0.027463631,0.027702479,0.027709094,0.027636337,0.027539369,0.027336359,0.027635748,0.027999878,0.027999878,0.028364008,0.028364008,0.010181774,0.013455478,0.016727448,0.018910495,0.021091808,0.026578509,0.02667271,0.026749073,0.026836366,0.026818189,0.02649034,0.026563644,0.026632725,0.026703025,0.026581808,0.026909221,0.027272485,0.027273351,0.027273351,0.027271618,0.026907487,0.027273351,0.026909221,0.027637482,0.027635748,0.026578509,0.02667271,0.026749073,0.026836366,0.026818189,0.02649034,0.026563644,0.026632725,0.026703025,0.026581808,0.026909221,0.027272485,0.027273351,0.027273351,0.027271618,0.026907487,0.027273351,0.026909221,0.027637482,0.027635748,0.026578509,0.02667271,0.026749073,0.026836366,0.026818189,0.02649034,0.026563644,0.026632725,0.026703025,0.026581808,0.026909221,0.027272485,0.027273351,0.027273351,0.027271618,0.026907487,0.027273351,0.026909221,0.027637482,0.027635748,0.026578509,0.02667271,0.026749073,0.026836366,0.026818189,0.02649034,0.026563644,0.026632725,0.026703025,0.026581808,0.026909221,0.027272485,0.027273351,0.027273351,0.027271618,0.026907487,0.027273351,0.026909221,0.027637482,0.027635748,0.025873316,0.025818175,0.025745461,0.025684848,0.025785094,0.025800011,0.025716365,0.025624246,0.025873263,0.025890914,0.02587634,0.025757587,0.025785094,0.025836381,0.025818218,0.025684848,0.025873316,0.025818175,0.025745461,0.025684848,0.025785094,0.025800011,0.025716365,0.025624246,0.025873263,0.025890914,0.02587634,0.025757587,0.025785094,0.025836381,0.025818218,0.025684848,0.025873316,0.025818175,0.025745461,0.025684848,0.025785094,0.025800011,0.025716365,0.025624246,0.025873263,0.025890914,0.02587634,0.025757587,0.025785094,0.025836381,0.025818218,0.025684848,0.025873316,0.025818175,0.025745461,0.025684848,0.025785094,0.025800011,0.025716365,0.025624246,0.025873263,0.025890914,0.02587634,0.025757587,0.025785094,0.025836381,0.025818218,0.025684848,0.026864979,0.026763656,0.026850926,0.02681212,0.026709101,0.026931132,0.027036363,0.027185475,0.027187896,0.027263641,0.026865032,0.026909091,0.02699637,0.026969707,0.026790901,0.026512409,0.026690917,0.026661821,0.026618177,0.026345448,0.026864979,0.026763656,0.026850926,0.02681212,0.026709101,0.026931132,0.027036363,0.027185475,0.027187896,0.027263641,0.026865032,0.026909091,0.02699637,0.026969707,0.026790901,0.026512409,0.026690917,0.026661821,0.026618177,0.026345448,0.026864979,0.026763656,0.026850926,0.02681212,0.026709101,0.026931132,0.027036363,0.027185475,0.027187896,0.027263641,0.026865032,0.026909091,0.02699637,0.026969707,0.026790901,0.026512409,0.026690917,0.026661821,0.026618177,0.026345448,0.026864979,0.026763656,0.026850926,0.02681212,0.026709101,0.026931132,0.027036363,0.027185475,0.027187896,0.027263641,0.026865032,0.026909091,0.02699637,0.026969707,0.026790901,0.026512409,0.026690917,0.026661821,0.026618177,0.026345448,0.026864979,0.026763656,0.026850926,0.02681212,0.026709101,0.026931132,0.027036363,0.027185475,0.027187896,0.027263641,0.026865032,0.026909091,0.02699637,0.026969707,0.026790901,0.026512409,0.026690917,0.026661821,0.026618177,0.026345448,0.026864979,0.026763656,0.026850926,0.02681212,0.026709101,0.026931132,0.027036363,0.027185475,0.027187896,0.027263641,0.026865032,0.026909091,0.02699637,0.026969707,0.026790901,0.026512409,0.026690917,0.026661821,0.026618177,0.026345448,0.026864979,0.026763656,0.026850926,0.02681212,0.026709101,0.026931132,0.027036363,0.027185475,0.027187896,0.027263641,0.026865032,0.026909091,0.02699637,0.026969707,0.026790901,0.026512409,0.026690917,0.026661821,0.026618177,0.026345448,0.026864979,0.026763656,0.026850926,0.02681212,0.026709101,0.026931132,0.027036363,0.027185475,0.027187896,0.027263641,0.026865032,0.026909091,0.02699637,0.026969707,0.026790901,0.026512409,0.026690917,0.026661821,0.026618177,0.026345448,0.026864979,0.026763656,0.026850926,0.02681212,0.026709101,0.026931132,0.027036363,0.027185475,0.027187896,0.027263641,0.026865032,0.026909091,0.02699637,0.026969707,0.026790901,0.026512409,0.026690917,0.026661821,0.026618177,0.026345448,0.026864979,0.026763656,0.026850926,0.02681212,0.026709101,0.026931132,0.027036363,0.027185475,0.027187896,0.027263641,0.026865032,0.026909091,0.02699637,0.026969707,0.026790901,0.026512409,0.026690917,0.026661821,0.026618177,0.026345448,0.03277135,0.03180001,0.032189109,0.032436371,0.03255454,0.029840233,0.029818188,0.029847266,0.030084841,0.029836351,0.030545321,0.031272715,0.031635978,0.032364238,0.032727502,0.033090765,0.033454895,0.033818158,0.034545552,0.034182288,0.03277135,0.03180001,0.032189109,0.032436371,0.03255454,0.029840233,0.029818188,0.029847266,0.030084841,0.029836351,0.030545321,0.031272715,0.031635978,0.032364238,0.032727502,0.033090765,0.033454895,0.033818158,0.034545552,0.034182288
0.5C0.5C_3-7_initial,0.027790648,0.027781833,0.027723624,0.027478767,0.027309071,0.027702479,0.027727214,0.027519989,0.027442441,0.027245478,0.027635748,0.027999878,0.027999878,0.027999878,0.027273351,0.009819378,0.013817874,0.016000921,0.018910495,0.020727678,0.026446256,0.026509068,0.026676386,0.026812091,0.026654525,0.026336071,0.026436372,0.026559968,0.026545467,0.026427269,0.026909221,0.026544224,0.027635748,0.027272485,0.027271618,0.026546825,0.026909221,0.026909221,0.027273351,0.026909221,0.026446256,0.026509068,0.026676386,0.026812091,0.026654525,0.026336071,0.026436372,0.026559968,0.026545467,0.026427269,0.026909221,0.026544224,0.027635748,0.027272485,0.027271618,0.026546825,0.026909221,0.026909221,0.027273351,0.026909221,0.026446256,0.026509068,0.026676386,0.026812091,0.026654525,0.026336071,0.026436372,0.026559968,0.026545467,0.026427269,0.026909221,0.026544224,0.027635748,0.027272485,0.027271618,0.026546825,0.026909221,0.026909221,0.027273351,0.026909221,0.026446256,0.026509068,0.026676386,0.026812091,0.026654525,0.026336071,0.026436372,0.026559968,0.026545467,0.026427269,0.026909221,0.026544224,0.027635748,0.027272485,0.027271618,0.026546825,0.026909221,0.026909221,0.027273351,0.026909221,0.025652893,0.02563637,0.025614513,0.025539398,0.025630877,0.0256,0.025600017,0.025527261,0.025718994,0.02563637,0.0257018,0.025575753,0.025542708,0.0256,0.025614513,0.025503014,0.025652893,0.02563637,0.025614513,0.025539398,0.025630877,0.0256,0.025600017,0.025527261,0.025718994,0.02563637,0.0257018,0.025575753,0.025542708,0.0256,0.025614513,0.025503014,0.025652893,0.02563637,0.025614513,0.025539398,0.025630877,0.0256,0.025600017,0.025527261,0.025718994,0.02563637,0.0257018,0.025575753,0.025542708,0.0256,0.025614513,0.025503014,0.025652893,0.02563637,0.025614513,0.025539398,0.025630877,0.0256,0.025600017,0.025527261,0.025718994,0.02563637,0.0257018,0.025575753,0.025542708,0.0256,0.025614513,0.025503014,0.026732778,0.026690917,0.026792734,0.026775736,0.026645444,0.026887048,0.026927298,0.027025431,0.027090911,0.027245457,0.026666678,0.026781819,0.026909083,0.026860613,0.026681813,0.026380208,0.026490948,0.026487281,0.026436372,0.026236361,0.026732778,0.026690917,0.026792734,0.026775736,0.026645444,0.026887048,0.026927298,0.027025431,0.027090911,0.027245457,0.026666678,0.026781819,0.026909083,0.026860613,0.026681813,0.026380208,0.026490948,0.026487281,0.026436372,0.026236361,0.026732778,0.026690917,0.026792734,0.026775736,0.026645444,0.026887048,0.026927298,0.027025431,0.027090911,0.027245457,0.026666678,0.026781819,0.026909083,0.026860613,0.026681813,0.026380208,0.026490948,0.026487281,0.026436372,0.026236361,0.026732778,0.026690917,0.026792734,0.026775736,0.026645444,0.026887048,0.026927298,0.027025431,0.027090911,0.027245457,0.026666678,0.026781819,0.026909083,0.026860613,0.026681813,0.026380208,0.026490948,0.026487281,0.026436372,0.026236361,0.026732778,0.026690917,0.026792734,0.026775736,0.026645444,0.026887048,0.026927298,0.027025431,0.027090911,0.027245457,0.026666678,0.026781819,0.026909083,0.026860613,0.026681813,0.026380208,0.026490948,0.026487281,0.026436372,0.026236361,0.026732778,0.026690917,0.026792734,0.026775736,0.026645444,0.026887048,0.026927298,0.027025431,0.027090911,0.027245457,0.026666678,0.026781819,0.026909083,0.026860613,0.026681813,0.026380208,0.026490948,0.026487281,0.026436372,0.026236361,0.026732778,0.026690917,0.026792734,0.026775736,0.026645444,0.026887048,0.026927298,0.027025431,0.027090911,0.027245457,0.026666678,0.026781819,0.026909083,0.026860613,0.026681813,0.026380208,0.026490948,0.026487281,0.026436372,0.026236361,0.026732778,0.026690917,0.026792734,0.026775736,0.026645444,0.026887048,0.026927298,0.027025431,0.027090911,0.027245457,0.026666678,0.026781819,0.026909083,0.026860613,0.026681813,0.026380208,0.026490948,0.026487281,0.026436372,0.026236361,0.026732778,0.026690917,0.026792734,0.026775736,0.026645444,0.026887048,0.026927298,0.027025431,0.027090911,0.027245457,0.026666678,0.026781819,0.026909083,0.026860613,0.026681813,0.026380208,0.026490948,0.026487281,0.026436372,0.026236361,0.026732778,0.026690917,0.026792734,0.026775736,0.026645444,0.026887048,0.026927298,0.027025431,0.027090911,0.027245457,0.026666678,0.026781819,0.026909083,0.026860613,0.026681813,0.026380208,0.026490948,0.026487281,0.026436372,0.026236361,0.032991772,0.031563629,0.031781838,0.032084841,0.032299995,0.029796148,0.029690873,0.029774544,0.029854543,0.029654546,0.031272715,0.032000108,0.032726635,0.033090765,0.033454895,0.032727502,0.033454028,0.033818158,0.034545552,0.034908815,0.032991772,0.031563629,0.031781838,0.032084841,0.032299995,0.029796148,0.029690873,0.029774544,0.029854543,0.029654546,0.031272715,0.032000108,0.032726635,0.033090765,0.033454895,0.032727502,0.033454028,0.033818158,0.034545552,0.034908815
